wos_analysis_entity;wos_delivering_entity;wos_reporting_date;wos_cms_contract_number;wos_source_system;wos_bevis_id;wos_net_rv_loss_amount;wos_loss_date;wos_write_off_date;wos_reposession_date;wos_remarketing_date;wos_remarketing_proceeds;wos_portfolio;wos_currency;wos_recovery_amount;wos_last_recovery_date;wos_net_loss_amount;wos_abs_code;wos_cal_periodnetcreditloss_amount;wos_drv_alm_flag;wos_drv_risk_flag;MGT_InsertTime;MGT_UpdateTime
XY;50;2024-10-31;aaf53ee31xyf53ee3144z;SYS;708;;2016-07-19;2016-05-09;;2016-06-27;3619.68;;EUR;4000.0;2016-07-19;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a41acffedxy1acffed86z;SYS;708;;2023-09-11;2023-07-19;;;;;EUR;;;4750.02;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a5549797fxy549797fecz;SYS;708;;2020-10-31;2020-07-14;;;;;EUR;412.4;2020-10-31;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ab0f23affxy0f23aff22z;SYS;8204;;2023-05-11;2023-05-11;;2013-10-25;9698.61;;EUR;0.0;;-250.0;;-250.0;N;N;2025-04-30 08:18:15.017003;2025-04-30 08:18:15.017003
XY;50;2024-10-31;a440dd502xy40dd5029bz;SYS;709;0.0;2011-01-31;2010-01-31;;;;;EUR;246.2;2011-01-31;21141.4;;0.0;N;N;2025-04-23 13:47:00.001639;2025-04-23 13:47:00.001639
XY;50;2024-10-31;a9d8b5d5dxyd8b5d5d0dz;SYS;708;;2020-04-29;2019-03-11;;;;;EUR;;;143.47;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2025-04-30;a938cdb63xy38cdb6370z;SYS;2287;;2024-12-24;2024-12-24;2024-08-05;2024-12-13;13727.27;TOTAL;EUR;0.0;;32105.62;;0.0;N;N;2025-05-15 08:36:24.621918;2025-05-15 08:36:24.621918
XY;50;2024-10-31;a33c11bd6xy3c11bd648z;SYS;708;;2018-08-26;2018-06-12;;;;;EUR;213.29;2018-08-26;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a7c263107xyc263107d2z;SYS;708;;2023-04-24;2022-01-19;2022-01-17;2022-08-31;27081.2;;EUR;31895.45;2023-04-24;3131.28;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a2e93d394xye93d394d8z;SYS;708;;2019-12-02;2019-04-23;;;;;EUR;;;92.23;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2025-04-30;ad369f8a8xy369f8a8adz;SYS;2287;;2018-10-22;2018-10-22;;;0.0;TOTAL;EUR;0.0;;337.47;;0.0;N;N;2025-05-15 08:36:24.621918;2025-05-15 08:36:24.621918
XY;50;2024-10-31;a5766e5d3xy766e5d388z;SYS;708;;2012-11-28;2012-11-28;2012-08-01;2012-11-28;27680.8;;EUR;27680.8;2012-11-28;10529.34;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a1b21b9b9xyb21b9b90bz;SYS;708;;2018-02-28;2016-12-21;;;;;EUR;1293.49;2018-02-28;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;afa5d3f3cxya5d3f3c7cz;SYS;708;;2016-05-31;2015-04-30;;2015-06-15;24750.0;;EUR;24750.0;2015-06-15;6.16;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2025-04-30;a7dc6d907xydc6d90768z;SYS;2287;;2012-06-12;2012-06-12;2009-12-23;2010-06-10;40000.0;TOTAL;EUR;13492.28;2010-06-29;-6109.68;;0.0;N;N;2025-05-15 08:36:24.621918;2025-05-15 08:36:24.621918
XY;50;2024-10-31;a659fdbb7xy59fdbb76ez;SYS;708;;2019-05-12;2019-03-19;2019-03-16;2019-05-10;19626.75;;EUR;19635.75;2019-05-12;13412.25;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a9e686daexye686dae87z;SYS;708;;2019-03-10;2019-02-01;2019-02-01;2019-03-08;44645.0;;EUR;44645.0;2019-03-08;27222.52;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;aae5536dfxye5536df26z;SYS;708;;2016-06-01;2016-04-18;;2016-06-01;16605.0;;EUR;17849.0;2016-06-01;-749.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-09-30;a5de3b425xyde3b42560z;SYS;3250;;2023-03-30;2023-03-30;2023-03-15;2023-03-30;1178721.0;HOSTILE;EUR;0.0;;800592.01;;800592.01;N;N;2025-05-14 12:09:26.976003;2025-05-14 12:09:26.976003
XY;50;2024-10-31;af711b0adxy711b0add3z;SYS;708;;2020-02-24;2018-10-05;;;;;EUR;;;683.92;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;af8b1bac5xy8b1bac538z;SYS;708;;2023-10-29;2023-10-27;;;;;EUR;;;0.26;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a9d8a5ebaxyd8a5ebaa0z;SYS;8204;;2015-03-04;2014-10-28;;2014-09-30;3900.0;;EUR;-908.86;2015-03-04;-234.0;;-234.0;N;N;2025-04-30 08:18:15.017003;2025-04-30 08:18:15.017003
XY;50;2024-10-31;a38bddc0cxy8bddc0cf7z;SYS;708;;2022-11-28;2022-08-09;;;;;EUR;60.56;2022-11-28;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ae243a12dxy243a12d84z;SYS;708;;2020-10-31;2019-08-19;;;;;EUR;1873.83;2020-10-31;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ad878e1b1xy878e1b1b0z;SYS;708;;2023-04-25;2023-03-14;2023-02-21;;;;EUR;0.0;2023-04-25;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;aad9bb671xyd9bb671bbz;SYS;708;;2015-12-08;2015-11-20;;2015-11-23;36585.0;;EUR;36585.0;2015-11-23;0.01;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a073c0b5dxy73c0b5d40z;SYS;708;;2017-04-24;2016-10-25;;;;;EUR;604.54;2017-04-24;-0.84;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ae8226e7axy8226e7a26z;SYS;708;;2011-10-25;2008-11-21;;;;;EUR;17738.99;2011-10-25;37603.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a1ac6746bxyac6746bc1z;SYS;708;;2019-06-24;2017-08-29;2017-08-26;2017-11-10;23319.2;;EUR;30466.7;2019-06-24;2046.95;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a63e7fe31xy3e7fe31b8z;SYS;708;;2016-03-31;2014-10-03;;2014-10-20;21795.0;;EUR;25014.07;2015-09-30;1307.88;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-09-30;a26f3e96bxy6f3e96b2az;SYS;3250;;2020-03-31;2020-03-31;;;0.0;EARLY_SETTLEMENT;EUR;0.0;;4320726.68;;4320726.68;N;N;2025-05-14 12:09:26.976003;2025-05-14 12:09:26.976003
XY;50;2024-10-31;a99f1c747xy9f1c7473ez;SYS;708;;2016-08-08;2016-06-20;;;;;EUR;;;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a423c54e8xy23c54e84cz;SYS;708;;2021-11-28;2021-09-29;;;;;EUR;;;832.54;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-09-30;ab95eaff5xy95eaff557z;SYS;3250;;2022-01-31;2021-09-30;;;0.0;EARLY_SETTLEMENT;EUR;99521.02;2022-01-31;78.98;;78.98;N;N;2025-05-14 12:09:26.976003;2025-05-14 12:09:26.976003
XY;50;2024-10-31;a4f41a9a5xyf41a9a54ez;SYS;708;;2022-07-24;;;;;;EUR;0.0;2022-07-24;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a85034644xy50346446bz;SYS;708;;2017-01-29;2016-11-15;;;;;EUR;263.14;2017-01-29;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a360d1473xy60d14730dz;SYS;708;;2015-08-20;2015-05-04;;2015-05-11;42039.0;;EUR;42930.58;2015-08-20;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a421c0c7exy21c0c7e52z;SYS;8204;;2022-05-13;2014-09-29;;2013-10-10;30400.0;;EUR;49817.73;2022-05-13;-13400.0;;-13400.0;N;N;2025-04-30 08:18:15.017003;2025-04-30 08:18:15.017003
XY;50;2024-10-31;a209d5f6axy09d5f6ad4z;SYS;709;0.0;2011-10-31;2011-10-31;;2010-03-25;32400.0;;EUR;0.0;;77.48;;0.0;N;N;2025-04-23 13:47:00.001639;2025-04-23 13:47:00.001639
XY;50;2024-10-31;ad91256baxy91256bacaz;SYS;708;;2014-07-14;2014-05-12;;2014-06-24;21370.0;;EUR;21370.0;2014-06-24;1666.7;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ac9c2742exy9c2742e2dz;SYS;709;0.0;2023-10-06;2023-08-29;2023-08-29;2023-10-06;27750.0;;EUR;27777.39;2023-10-06;5195.94;;0.0;N;N;2025-04-23 13:47:00.001639;2025-04-23 13:47:00.001639
XY;50;2024-10-31;ad8890032xy889003224z;SYS;708;;2024-04-28;2019-05-13;;;;;EUR;139.0;2024-04-28;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a10d9531bxy0d9531b39z;SYS;708;;2024-10-14;2024-10-14;;;;;EUR;;;4135.34;;4135.34;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a8659fa44xy659fa4452z;SYS;708;;2024-09-09;2024-09-09;2024-09-03;;;;EUR;;;1790.71;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-09-30;ab077fd78xy077fd78cdz;SYS;3250;;2020-04-30;2020-04-30;;;0.0;EARLY_SETTLEMENT;EUR;0.0;;377135.05;;377135.05;N;N;2025-05-14 12:09:26.976003;2025-05-14 12:09:26.976003
XY;50;2024-10-31;a5a3df88bxya3df88b10z;SYS;708;;2016-02-29;2014-12-04;;2015-02-10;37450.8;;EUR;37450.8;2015-02-10;742.23;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ab369893fxy369893fd2z;SYS;708;;2016-09-06;2016-04-12;;2016-04-19;29865.0;;EUR;30439.94;2016-09-06;-574.94;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;aec4384a3xyc4384a3dcz;SYS;708;;2020-02-29;2019-11-22;;;;;EUR;199.99;2020-02-29;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a7b8afdf4xyb8afdf41dz;SYS;708;;2014-10-06;2014-03-19;;2014-04-03;47891.7;;EUR;62071.98;2014-10-06;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;acb9559d9xyb9559d901z;SYS;708;;2024-08-21;2024-08-21;;;;;EUR;;;411.27;;411.27;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a526841a7xy26841a71fz;SYS;708;;2015-07-15;2015-06-23;;2015-06-23;64316.02;;EUR;64316.02;2015-06-23;145.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a1c3a7858xyc3a7858e8z;SYS;708;;2022-12-31;2019-06-17;;;;;EUR;2896.4;2022-12-31;1988.02;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a1252927dxy252927dd6z;SYS;708;;2006-08-31;2006-08-07;2006-06-12;2006-08-07;50225.0;;EUR;50225.0;2006-08-07;24034.46;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;aa211a3a5xy211a3a5d1z;SYS;1042;;2020-11-26;2020-03-05;2015-05-06;2015-06-08;26666.67;TOTAL;EUR;;;22210.33;;0.0;N;N;2025-05-15 09:00:37.483636;2025-05-15 09:00:37.483636
XY;50;2024-10-31;afc4d7cd8xyc4d7cd82az;SYS;708;;2016-05-30;2016-01-27;;2016-03-02;39077.1;;EUR;39460.85;2016-05-30;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ac13c998axy13c998a8bz;SYS;709;0.0;2024-04-09;2024-04-09;;;;;EUR;0.0;;1019.5;;0.0;N;N;2025-04-23 13:47:00.001639;2025-04-23 13:47:00.001639
XY;50;2024-10-31;a17a06a01xy7a06a010bz;SYS;1042;;2007-06-20;2007-06-20;;;;TOTAL;EUR;;;6957.4;;0.0;N;N;2025-05-15 09:00:37.483636;2025-05-15 09:00:37.483636
XY;50;2024-10-31;a2fe9538fxyfe9538f11z;SYS;708;;2021-03-10;2021-03-10;;;;;EUR;;;42041.47;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ad8602ecbxy8602ecbb2z;SYS;708;;2017-11-02;2017-03-28;;;;;EUR;179.4;2017-11-02;359.34;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a34c585fcxy4c585fc28z;SYS;708;;2022-05-08;2022-04-13;;;;;EUR;27415.05;2022-05-08;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a683462f0xy83462f0b9z;SYS;708;;2020-10-28;2020-10-22;;;;;EUR;-17.38;2020-10-28;17.38;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-09-30;a3b844213xyb8442130fz;SYS;3250;;2021-09-30;2021-09-30;;;0.0;EARLY_SETTLEMENT;EUR;0.0;;661955.74;;661955.74;N;N;2025-05-14 12:09:26.976003;2025-05-14 12:09:26.976003
XY;50;2024-10-31;ac5677454xy5677454a2z;SYS;708;;2021-04-05;2020-12-22;;;;;EUR;70.0;2021-04-05;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a37e7a9baxy7e7a9ba9dz;SYS;709;0.0;2005-08-31;2005-08-31;2005-07-08;2005-08-19;12000.0;;EUR;0.0;;216.97;;0.0;N;N;2025-04-23 13:47:00.001639;2025-04-23 13:47:00.001639
XY;50;2024-10-31;a72a575e9xy2a575e97cz;SYS;8204;;2024-04-23;2024-02-20;;2015-04-17;11187.89;;EUR;0.0;;-454.0;;-454.0;N;N;2025-04-30 08:18:15.017003;2025-04-30 08:18:15.017003
XY;50;2024-10-31;aaa11484fxya11484f18z;SYS;708;;2014-08-01;2014-08-01;2014-05-21;2014-08-01;34678.0;;EUR;34678.0;2014-08-01;14548.5;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ae5856805xy585680525z;SYS;708;;2008-10-31;2008-10-23;2008-09-10;2008-10-23;13336.0;;EUR;13336.0;2008-10-23;8265.32;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a767132bcxy67132bc5ez;SYS;708;;2019-03-21;2017-12-11;;;;;EUR;530.0;2019-03-21;95.4;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;aead6e5c0xyad6e5c0cbz;SYS;708;;2019-06-27;2017-05-11;;;;;EUR;0.0;2019-06-27;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;af58c86c3xy58c86c323z;SYS;708;;2017-02-22;2016-11-28;;;;;EUR;;;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;aba4c0230xya4c023086z;SYS;708;;2014-09-08;2012-02-08;;2012-02-08;25017.0;;EUR;25778.55;2014-09-08;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a17c60762xy7c6076280z;SYS;708;;2024-08-21;2024-08-21;2024-08-19;2024-10-22;129495.0;;EUR;129495.0;2024-10-22;42042.59;;38294.58;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a17935970xy793597088z;SYS;708;;2018-07-31;2015-07-20;;2015-12-17;35320.6;;EUR;35745.89;2018-07-31;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;af3ae25f4xy3ae25f4f5z;SYS;708;;2022-01-25;2021-11-30;;;;;EUR;;;296.6;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ac774e047xy774e047c8z;SYS;708;;2014-12-03;2014-10-06;;2014-12-02;9571.0;;EUR;9571.0;2014-12-02;5603.58;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a9d462fcaxyd462fca6fz;SYS;708;;2021-07-18;2018-10-03;;;;;EUR;6879.91;2018-12-10;15094.58;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a8286f6e8xy286f6e8b5z;SYS;708;;2010-03-29;2009-06-19;;2009-07-24;25538.5;;EUR;25680.0;2010-03-29;150.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a76eb2568xy6eb2568fdz;SYS;708;;2021-03-29;2021-01-28;2021-01-22;2021-03-29;26807.2;;EUR;24708.85;2021-03-29;7322.71;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a176c844axy76c844ac4z;SYS;708;;2009-02-28;2008-04-15;;2008-06-09;22033.2;;EUR;25240.51;2009-02-28;607.77;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a3f61a153xyf61a1533ez;SYS;708;;2009-12-31;2009-07-31;2009-06-08;2009-07-31;41631.5;;EUR;41681.33;2009-12-31;15949.1;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-09-30;a531356edxy31356ed26z;SYS;3250;;2024-04-30;2024-04-30;;;0.0;EARLY_SETTLEMENT;EUR;0.0;;1773105.0;;1773105.0;N;N;2025-05-14 12:09:26.976003;2025-05-14 12:09:26.976003
XY;50;2024-10-31;aef1ab6d9xyf1ab6d9c3z;SYS;708;;2020-05-19;2020-03-27;;;;;EUR;;;284.71;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2025-04-30;a8e021c9exye021c9e7dz;SYS;2287;;2019-06-12;2019-06-12;;;0.0;TOTAL;EUR;0.0;;74.13;;0.0;N;N;2025-05-15 08:36:24.621918;2025-05-15 08:36:24.621918
XY;50;2024-10-31;af0378d01xy0378d019az;SYS;708;;2018-10-10;2018-08-06;;;;;EUR;-5228.41;2018-10-10;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;abf759af3xyf759af3ffz;SYS;708;;2022-09-25;2022-09-23;;;;;EUR;;;9.58;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a559e4042xy59e40420fz;SYS;708;;2013-07-29;2013-05-28;;2013-05-28;30489.0;;EUR;30489.0;2013-05-28;3497.4;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a18d49b02xy8d49b02d3z;SYS;708;;2023-03-13;2023-01-30;;;;;EUR;;;89.88;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a96f9b0a8xy6f9b0a82ez;SYS;708;;2024-04-01;2023-06-22;2023-12-14;;;;EUR;18250.0;2024-04-01;17163.31;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ae72b602dxy72b602df0z;SYS;708;;2021-09-02;2021-04-26;;;;;EUR;689.76;2021-09-02;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a2013090exy013090e09z;SYS;708;;2024-04-17;2024-04-17;2024-05-14;2024-10-08;18664.7;;EUR;18664.7;2024-10-08;14295.18;;10241.74;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
