cfs_analysis_entity;cfs_delivering_entity;cfs_reporting_date;cfs_cms_contract_number;cfs_source_system;cfs_cashflow_type;cfs_payment_date;cfs_cashflow;cfs_drv_alm_flag;cfs_drv_risk_flag;MGT_InsertTime;MGT_UpdateTime
XY;50;2024-10-31;a46b545b2xy6b545b298z;SYS;Installment;2024-04-21;764.18;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;afd7fed5axyd7fed5a7bz;SYS;Installment;2023-06-24;1684.71;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aa3a542e8xy3a542e8d2z;SYS;Installment;2026-03-04;585.49;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a27b59996xy7b59996e4z;SYS;Installment;2025-06-18;528.58;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a011e5589xy11e55891fz;SYS;Installment;2025-04-26;1356.12;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a20124c5exy0124c5ec9z;SYS;Installment;2023-08-01;273.27;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;a2d936a9exyd936a9e89z;SYS;Installment;2028-04-24;345.25;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a7876e62axy876e62a20z;SYS;Installment;2021-04-29;216.53;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;a21f5825exy1f5825eccz;SYS;Installment;2024-07-14;566.57;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a43263b85xy3263b8506z;SYS;Installment;2021-12-07;1068.39;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aa81562a3xy81562a386z;SYS;Installment;2023-05-01;870.19;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a44392081xy4392081d8z;SYS;Installment;2023-12-17;713.02;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a1cdd509dxycdd509d3dz;SYS;Installment;2024-05-22;348.33;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a748bcbcbxy48bcbcb2fz;SYS;Installment;2025-06-25;563.9;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a670db4abxy70db4ab28z;SYS;Installment;2025-01-08;455.03;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a39e5cd79xy9e5cd794cz;SYS;Installment;2027-01-25;1781.94;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a12b9c3c4xy2b9c3c480z;SYS;Installment;2024-10-23;539.24;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a2242c25axy242c25a0bz;SYS;Installment;2023-09-07;1669.6;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;ac151d079xy151d0792fz;SYS;Installment;2026-01-12;794.4;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-09-30;a258c39f5xy58c39f50cz;SYS;Installment;2026-12-04;132303.0;N;N;2025-05-14 12:09:32.701067;2025-05-14 12:09:32.701067
XY;50;2024-10-31;a9bc9e95cxybc9e95ca3z;SYS;Installment;2024-06-15;1212.26;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a5681d1d3xy681d1d368z;SYS;Installment;2026-03-27;1593.88;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a2ef849cexyef849cec3z;SYS;Installment;2021-12-15;686.43;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aae7d4365xye7d43658fz;SYS;Installment;2023-11-15;1173.76;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a435aea51xy35aea5161z;SYS;Installment;2026-11-29;1256.86;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a3e54e683xye54e6834cz;SYS;Installment;2024-07-28;1133.45;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;af765faa7xy765faa79cz;SYS;Installment;2026-04-30;1016.88;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a19a5bdfbxy9a5bdfb65z;SYS;Installment;2021-10-14;669.67;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ae100dc28xy100dc28d8z;SYS;Installment;2027-03-27;1930.73;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ab047e964xy047e964faz;SYS;Installment;2025-07-06;1234.74;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2025-04-30;a029c4604xy29c46049ez;SYS;Installment;2024-12-22;1880.8;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2025-04-30;ad3884b01xy3884b0161z;SYS;Installment;2023-02-06;952.39;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-10-31;abcb8ba7exycb8ba7e12z;SYS;Installment;2026-06-14;685.89;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a52bfe6eaxy2bfe6eabfz;SYS;Installment;2027-10-08;687.49;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;af7b4dcabxy7b4dcab91z;SYS;Installment;2024-04-06;1344.88;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2025-04-30;a729935e1xy29935e125z;SYS;Installment;2027-03-25;1923.01;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-10-31;ab7c53181xy7c531816cz;SYS;Installment;2023-07-18;563.1;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;afa03a05cxya03a05c83z;SYS;Installment;2023-04-26;595.93;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a046d946axy46d946abdz;SYS;Installment;2025-07-01;1778.7;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2025-04-30;abfe41bc8xyfe41bc8e3z;SYS;Installment;2023-11-03;5548.57;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-10-31;af309ebc6xy309ebc6c2z;SYS;Installment;2023-03-20;729.42;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;aa189c440xy189c440b4z;SYS;Installment;2025-03-29;798.52;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ab679bceaxy679bcea92z;SYS;Installment;2026-11-29;2152.22;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2025-04-30;ae9e948e8xy9e948e8c3z;SYS;Installment;2021-04-18;976.94;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-10-31;a4f56655bxyf56655b77z;SYS;Installment;2023-08-23;631.94;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a663a9379xy63a93796dz;SYS;Installment;2030-01-05;881.51;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;abc91d042xyc91d042bdz;SYS;Installment;2029-03-14;907.98;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ad7cc4cbaxy7cc4cbac4z;SYS;Installment;2023-02-01;581.21;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;a458c419cxy58c419c0bz;SYS;Installment;2024-02-20;676.0;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aedefc26cxydefc26c3cz;SYS;Installment;2021-08-07;1558.65;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a00fc7e6exy0fc7e6e86z;SYS;Installment;2028-02-24;693.48;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;acb064c9exyb064c9e56z;SYS;Installment;2023-08-04;1364.41;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2025-04-30;af66cea1dxy66cea1d30z;SYS;Installment;2025-05-28;1597.28;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-10-31;a86d2cadfxy6d2cadf41z;SYS;Installment;2025-12-12;827.05;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a0434e553xy434e5539ez;SYS;Installment;2024-07-23;2087.81;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;ad21d0dedxy21d0ded01z;SYS;Installment;2024-06-13;666.42;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a13f24b1fxy3f24b1f9dz;SYS;Installment;2025-03-24;417.54;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a84e728e5xy4e728e5f2z;SYS;Installment;2025-02-10;682.52;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a748bcbcbxy48bcbcb2fz;SYS;Installment;2024-11-25;563.9;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ac9a6bf07xy9a6bf072az;SYS;Installment;2023-12-11;1468.31;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a5a091ccbxya091ccb36z;SYS;Installment;2026-10-01;423.15;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;a12da2c29xy2da2c29aaz;SYS;Installment;2024-10-21;3037.01;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a3cec018axycec018a4fz;SYS;Installment;2025-09-06;760.82;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a71c9fa1dxy1c9fa1d22z;SYS;Redemption;2020-08-01;-142.12;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;afcf3f15dxycf3f15d5cz;SYS;Installment;2021-10-15;421.22;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;ab61119e7xy61119e7a5z;SYS;Installment;2027-11-24;964.91;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ab10724c1xy10724c1d8z;SYS;Installment;2025-03-12;933.27;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a71c9fa1dxy1c9fa1d22z;SYS;Redemption;2020-07-01;-141.5;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;a3c1692faxyc1692fa58z;SYS;Installment;2023-11-02;1052.91;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;acdc4893cxydc4893cb5z;SYS;Installment;2023-02-19;656.82;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a2f089b54xyf089b54e1z;SYS;Installment;2028-11-01;998.67;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a20aaf9b0xy0aaf9b0f9z;SYS;Installment;2023-09-09;599.37;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ac1a584aaxy1a584aa40z;SYS;Installment;2023-09-08;504.96;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aa424a615xy424a6151dz;SYS;Installment;2024-06-03;1154.3;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;adb298420xyb2984208dz;SYS;Installment;2024-12-22;4499.59;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a7faffccdxyfaffccd71z;SYS;Installment;2026-10-08;349.81;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a94cd9564xy4cd956495z;SYS;Redemption;2021-02-01;142.17;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;afa7be46fxya7be46f80z;SYS;Installment;2027-02-14;1381.25;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a92c93ce0xy2c93ce0bbz;SYS;Installment;2021-01-04;590.23;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2025-04-30;a1da4f4b3xyda4f4b3f5z;SYS;Installment;2024-12-21;469.48;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-10-31;a96a768aexy6a768ae83z;SYS;Installment;2026-10-28;1266.36;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a29817852xy98178526dz;SYS;Installment;2023-08-01;525.07;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;ad95ac120xy95ac120d6z;SYS;Installment;2024-07-07;948.97;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a4c49f835xyc49f83555z;SYS;Installment;2026-02-01;1203.58;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;a84a20ebexy4a20ebe24z;SYS;Redemption;2026-06-01;847.72;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;a7db92a26xydb92a26d9z;SYS;Installment;2024-08-06;979.88;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a810d7a57xy10d7a578ez;SYS;Installment;2026-01-11;699.92;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a2d2a4370xyd2a437052z;SYS;Installment;2025-01-06;876.85;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a57823526xy782352678z;SYS;Installment;2025-02-20;25337.94;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a67570755xy75707554cz;SYS;Installment;2025-09-01;559.07;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;afed6f0f5xyed6f0f524z;SYS;Installment;2026-05-25;622.66;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a3f9e4021xyf9e402139z;SYS;Installment;2023-09-02;577.11;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a48116c8fxy8116c8f36z;SYS;Installment;2026-12-04;1890.23;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a0bffa3bbxybffa3bb59z;SYS;Installment;2027-07-01;683.11;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;a1756c75axy756c75a82z;SYS;Installment;2024-12-15;382.75;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a71c9fa1dxy1c9fa1d22z;SYS;Interest;2020-09-01;142.75;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;a90699d17xy0699d1723z;SYS;Installment;2026-02-24;899.8;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a1c55721bxyc55721b8bz;SYS;Installment;2027-07-27;874.18;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ae341165cxy341165c08z;SYS;Installment;2029-06-27;1435.68;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a05dbf65fxy5dbf65ff0z;SYS;Installment;2024-12-23;1102.48;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a2ef4e937xyef4e93753z;SYS;Installment;2025-01-01;489.31;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a2ce4e960xyce4e96058z;SYS;Installment;2028-07-22;293.89;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a0dd3c649xydd3c64906z;SYS;Installment;2024-07-09;754.67;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a8ad9c772xyad9c7723bz;SYS;Installment;2027-01-12;843.89;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a7258c413xy258c413c3z;SYS;Installment;2022-07-20;306.6;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aaa99bbe4xya99bbe46dz;SYS;Installment;2026-12-11;1262.54;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a90699d17xy0699d1723z;SYS;Installment;2025-04-24;899.8;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a82b26d8bxy2b26d8b2cz;SYS;Installment;2024-06-10;870.65;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a2396f013xy396f0130bz;SYS;Installment;2029-02-14;1321.05;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ad3b268b8xy3b268b805z;SYS;Installment;2024-12-01;1115.69;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a232a1886xy32a188619z;SYS;Installment;2023-08-01;679.08;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;a2716c5c0xy716c5c036z;SYS;Installment;2023-07-28;627.97;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a3d3ddf92xyd3ddf92aez;SYS;Installment;2025-06-15;539.69;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;adf5e6191xyf5e61913cz;SYS;Installment;2024-05-25;613.26;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-09-30;a19c3ac92xy9c3ac920az;SYS;Installment;2025-12-04;51464.0;N;N;2025-05-14 12:09:32.701067;2025-05-14 12:09:32.701067
XY;50;2024-10-31;ab13fb4e9xy13fb4e9d7z;SYS;Installment;2022-08-15;3098.83;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ae0afe858xy0afe858fbz;SYS;Installment;2023-12-05;636.74;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aac36244cxyc36244c9fz;SYS;Installment;2025-09-27;891.11;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ae4881715xy4881715e9z;SYS;Installment;2023-08-24;274.64;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a61d03d56xy1d03d5681z;SYS;Interest;2024-05-01;123.27;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;a010d2bbaxy10d2bbaa5z;SYS;Installment;2024-04-06;2657.33;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a90ba8ec7xy0ba8ec7bez;SYS;Installment;2022-10-01;448.13;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a79275c28xy9275c2821z;SYS;Installment;2024-05-02;1328.16;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a8ddac32exyddac32e89z;SYS;Installment;2026-03-08;929.39;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a0a331838xya33183867z;SYS;Installment;2022-12-12;622.43;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;abc853dd8xyc853dd858z;SYS;Installment;2026-12-01;735.69;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a38411a85xy8411a85f8z;SYS;Installment;2022-08-16;640.83;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a8e77a8cbxye77a8cb0bz;SYS;Installment;2026-10-11;469.43;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ac1a584aaxy1a584aa40z;SYS;Installment;2024-11-08;504.96;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a04432fe7xy4432fe746z;SYS;Installment;2024-03-13;913.85;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a4b462274xyb4622744ez;SYS;Installment;2025-02-17;2626.13;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ac000167fxy000167fd7z;SYS;Installment;2022-08-02;397.03;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a56d06f28xy6d06f28b9z;SYS;Installment;2022-07-11;887.19;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a3b1a278axyb1a278a51z;SYS;Installment;2028-06-13;438.01;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2025-04-30;a720cb813xy20cb81392z;SYS;Installment;2025-01-27;944.11;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-10-31;a35ca3dd0xy5ca3dd039z;SYS;Installment;2026-04-24;380.0;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2025-04-30;a5bd5da85xybd5da85dbz;SYS;Installment;2028-05-09;1307.08;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-10-31;afade47d1xyade47d1b5z;SYS;Interest;2023-11-01;140.01;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;afdb48707xydb48707ddz;SYS;Installment;2026-09-16;1082.24;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
