cfs_analysis_entity;cfs_delivering_entity;cfs_reporting_date;cfs_cms_contract_number;cfs_source_system;cfs_cashflow_type;cfs_payment_date;cfs_cashflow;cfs_drv_alm_flag;cfs_drv_risk_flag;MGT_InsertTime;MGT_UpdateTime
XY;50;2024-10-31;a2bfd9ec2xybfd9ec2b3z;SYS;Installment;2021-05-04;888.69;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ae703940bxy703940b17z;SYS;Installment;2027-09-02;445.81;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a03bf9c64xy3bf9c6422z;SYS;Installment;2023-01-09;1280.86;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aa179d89axy179d89a9cz;SYS;Interest;2025-12-01;58.58;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2025-04-30;a466b24d8xy66b24d868z;SYS;Installment;2020-07-17;845.66;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-10-31;a567b02d9xy67b02d971z;SYS;Installment;2027-03-29;5191.27;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a115aea3fxy15aea3f07z;SYS;Installment;2023-04-26;3032.77;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ab09c8ad3xy09c8ad3d0z;SYS;Installment;2026-12-17;618.74;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a7fd9a87bxyfd9a87b1ez;SYS;Installment;2023-10-22;817.78;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;af62c2725xy62c2725cez;SYS;Installment;2024-12-16;2723.67;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a7409eee7xy409eee756z;SYS;Installment;2026-09-02;1333.58;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ae5741cdaxy5741cda80z;SYS;Installment;2024-07-14;997.31;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-09-30;aa1b2ea94xy1b2ea94a9z;SYS;Installment;2029-09-04;143998.0;N;N;2025-05-14 12:09:32.701067;2025-05-14 12:09:32.701067
XY;50;2024-10-31;aa47ae764xy47ae76412z;SYS;Installment;2023-01-28;503.16;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a64338e6dxy4338e6d2dz;SYS;Installment;2023-12-07;2852.32;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a1285ac86xy285ac8668z;SYS;Installment;2029-04-01;301.8;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;a010d2bbaxy10d2bbaa5z;SYS;Installment;2024-04-06;2657.33;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a9c5a78b1xyc5a78b145z;SYS;Installment;2024-04-12;897.84;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;af04bac8cxy04bac8c2dz;SYS;Interest;2025-07-01;321.76;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;ad33483c1xy33483c114z;SYS;Installment;2025-11-26;789.3;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;acf50473fxyf50473f15z;SYS;Installment;2023-01-01;991.3;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;a1cbcf535xycbcf535a7z;SYS;Installment;2023-09-01;939.29;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;ae391dddfxy391dddf8az;SYS;Installment;2021-09-07;1724.63;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a6312eaacxy312eaac0ez;SYS;Installment;2023-07-27;1254.83;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a412e0a55xy12e0a55e5z;SYS;Installment;2022-08-21;1146.48;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a377d1cfexy77d1cfed8z;SYS;Installment;2024-01-26;1094.74;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a4443b053xy443b05346z;SYS;Installment;2027-01-09;1630.15;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ab89f6417xy89f6417bez;SYS;Installment;2024-04-18;487.73;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a789c9e9fxy89c9e9f92z;SYS;Installment;2025-03-10;826.24;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ab293e64bxy293e64b6dz;SYS;Installment;2030-03-29;643.46;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ae12c69f6xy12c69f63az;SYS;Installment;2027-07-03;514.69;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aabd3f42axybd3f42a6bz;SYS;Installment;2025-07-09;522.35;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a86f0c862xy6f0c86234z;SYS;Installment;2024-05-24;590.57;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ae727fa6cxy727fa6cb2z;SYS;Installment;2028-10-23;630.14;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a5b79a24dxyb79a24d69z;SYS;Installment;2022-09-22;762.36;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a66e9a4b5xy6e9a4b565z;SYS;Installment;2027-06-14;376.03;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ab827ef2exy827ef2efez;SYS;Installment;2023-09-13;439.94;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aacd629dcxycd629dc5fz;SYS;Installment;2027-03-23;789.4;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a9ee01b9cxyee01b9c93z;SYS;Installment;2024-10-18;1456.69;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a31c89d26xy1c89d26d6z;SYS;Installment;2024-06-13;364.06;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aa536ee9exy536ee9e9dz;SYS;Installment;2025-12-28;814.0;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a3be79848xybe798481ez;SYS;Installment;2024-01-17;582.12;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ae12c69f6xy12c69f63az;SYS;Installment;2024-08-03;514.69;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a5a559727xya559727acz;SYS;Installment;2029-06-21;2707.78;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aefb8f0d3xyfb8f0d393z;SYS;Installment;2027-07-30;1068.76;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ac011e53cxy011e53c07z;SYS;Installment;2022-11-17;696.15;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a31c89d26xy1c89d26d6z;SYS;Installment;2027-01-13;364.06;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2025-04-30;ac381f432xy381f432cdz;SYS;Installment;2028-01-18;1277.29;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-10-31;afb445609xyb445609cdz;SYS;Installment;2024-10-18;1335.05;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a3ca00315xyca0031598z;SYS;Installment;2025-05-15;3048.69;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2025-04-30;abc573060xyc573060c9z;SYS;Installment;2021-10-23;835.71;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-10-31;a78a8b321xy8a8b321d6z;SYS;Installment;2025-12-14;1255.01;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2025-04-30;aca1ae2baxya1ae2badaz;SYS;Installment;2023-09-11;1905.72;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-10-31;a7713d90axy713d90a3az;SYS;Installment;2023-02-08;1253.08;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a86d2cadfxy6d2cadf41z;SYS;Installment;2025-12-12;827.05;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a35ca3dd0xy5ca3dd039z;SYS;Installment;2025-12-24;380.0;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;af790917bxy790917b13z;SYS;Installment;2026-11-14;838.88;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a144f3b39xy44f3b3955z;SYS;Interest;2024-04-01;158.63;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;a498cf3b2xy98cf3b2d0z;SYS;Installment;2029-03-26;964.67;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ad50615d1xy50615d12ez;SYS;Installment;2021-04-05;737.59;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a6f20cbfdxyf20cbfd7fz;SYS;Installment;2022-02-28;626.03;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aafe385faxyfe385faa2z;SYS;Installment;2023-07-28;797.0;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a0c4d50cexyc4d50ce81z;SYS;Installment;2024-11-01;1499.2;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a65fc207dxy5fc207df0z;SYS;Installment;2024-06-18;475.0;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a53c4f907xy3c4f90715z;SYS;Installment;2025-04-17;1588.59;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a62401307xy24013072cz;SYS;Installment;2024-05-23;552.7;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a2405d1fdxy405d1fd33z;SYS;Installment;2022-12-24;1045.95;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a8c0a62aexyc0a62ae55z;SYS;Installment;2025-06-11;3082.31;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a36d4ef0exy6d4ef0eaaz;SYS;Installment;2025-02-03;1095.38;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aa536ee9exy536ee9e9dz;SYS;Installment;2024-09-28;814.0;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aad5657e9xyd5657e97az;SYS;Installment;2030-09-07;521.16;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-09-30;ae83bb3fcxy83bb3fcf4z;SYS;Installment;2020-11-13;71780.0;N;N;2025-05-14 12:09:32.701067;2025-05-14 12:09:32.701067
XY;50;2024-10-31;acabb6627xyabb662772z;SYS;Installment;2021-06-11;1026.66;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a2d3d8566xyd3d856621z;SYS;Installment;2025-10-30;3309.07;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a29817852xy98178526dz;SYS;Installment;2027-05-01;525.07;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;a81e12b67xy1e12b6736z;SYS;Installment;2022-09-01;628.96;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-09-30;ab86836bexy86836bee9z;SYS;Installment;2023-08-04;107533.0;N;N;2025-05-14 12:09:32.701067;2025-05-14 12:09:32.701067
XY;50;2024-10-31;a0acd7f5dxyacd7f5dc8z;SYS;Installment;2020-01-22;980.25;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a4ece60adxyece60add8z;SYS;Installment;2024-03-20;694.75;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a8647e53dxy647e53d73z;SYS;Installment;2024-04-21;653.06;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a5483ff3bxy483ff3be0z;SYS;Installment;2024-07-01;593.03;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a263f5868xy63f58681fz;SYS;Installment;2025-07-20;1190.21;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;ad485ceb4xy485ceb414z;SYS;Installment;2023-08-17;1240.74;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a8c13d385xyc13d385b2z;SYS;Installment;2021-07-15;568.78;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;af772b4e6xy772b4e635z;SYS;Installment;2021-09-15;790.57;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a7db92a26xydb92a26d9z;SYS;Installment;2025-11-06;979.88;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;afab693e8xyab693e863z;SYS;Installment;2021-04-08;648.91;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a5c99659exyc99659e1cz;SYS;Installment;2025-03-25;1008.67;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aaf92c171xyf92c171b3z;SYS;Installment;2027-08-03;844.16;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;afd63755cxyd63755c9az;SYS;Installment;2026-08-09;2608.56;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a95957543xy595754314z;SYS;Installment;2027-04-15;936.76;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;adac0d77exyac0d77ee9z;SYS;Installment;2025-04-11;690.75;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a09abb3b5xy9abb3b56cz;SYS;Installment;2024-03-24;585.9;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a3d59b2b9xyd59b2b990z;SYS;Installment;2026-04-16;1157.4;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a567b02d9xy67b02d971z;SYS;Installment;2025-10-29;5191.27;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a8d6fdbd2xyd6fdbd2e5z;SYS;Redemption;2022-10-01;485.2;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;a420aaae4xy20aaae46cz;SYS;Installment;2024-06-28;1065.69;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a9e881325xye88132579z;SYS;Installment;2024-09-28;932.98;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aae28ee4axye28ee4ac4z;SYS;Installment;2026-08-01;698.24;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a0455bf38xy455bf3861z;SYS;Installment;2025-02-07;2220.02;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aa452afcexy452afce7ez;SYS;Installment;2021-09-19;563.02;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a4715a553xy715a5534fz;SYS;Installment;2026-08-25;616.69;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a8ad9c772xyad9c7723bz;SYS;Installment;2028-02-12;843.89;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;af3d80347xy3d80347a8z;SYS;Installment;2025-04-19;1524.96;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a00fc7e6exy0fc7e6e86z;SYS;Installment;2028-04-24;693.48;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ad2ab36c4xy2ab36c4b3z;SYS;Installment;2025-02-16;752.47;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;af2b615d8xy2b615d806z;SYS;Installment;2024-05-15;269.37;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-09-30;a6e851598xye85159830z;SYS;Installment;2028-11-04;316046.0;N;N;2025-05-14 12:09:32.701067;2025-05-14 12:09:32.701067
XY;50;2024-10-31;a821a4299xy21a4299aez;SYS;Installment;2025-03-13;1812.29;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a5a95cb1dxya95cb1dfdz;SYS;Installment;2024-10-26;896.45;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ac1a584aaxy1a584aa40z;SYS;Installment;2024-11-08;504.96;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ad21d0dedxy21d0ded01z;SYS;Installment;2025-08-13;666.42;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aa8ae778bxy8ae778b51z;SYS;Installment;2023-11-11;1183.26;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a9dc31a99xydc31a9963z;SYS;Installment;2028-03-19;624.74;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a9cecf0bdxycecf0bdc4z;SYS;Installment;2023-02-01;567.74;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;a99f62005xy9f62005c2z;SYS;Installment;2023-12-07;1145.36;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
