wos_analysis_entity;wos_delivering_entity;wos_reporting_date;wos_cms_contract_number;wos_source_system;wos_bevis_id;wos_net_loss_amount;wos_loss_date;wos_write_off_date;wos_reposession_date;wos_remarketing_date;wos_remarketing_proceeds;wos_portfolio;wos_currency;wos_recovery_amount;wos_last_recovery_date;wos_net_rv_loss_amount;wos_abs_code;wos_cal_periodnetcreditloss_amount;MGT_InsertTime;MGT_UpdateTime;MGT_ValidationStatus
XY;50;2024-10-31;a0a6a6e4axya6a6e4a31z;SYS;8205;187.4;2020-07-13;2020-07-13;;;;;EUR;0.0;;;;187.4;2025-05-12 12:35:45.666462;2025-05-12 12:35:45.666462;INVALID
XY;50;2024-10-31;aca35ae99xya35ae9916z;SYS;708;-82.41;2015-07-31;2014-07-01;2014-07-01;;;;EUR;1521.27;2015-07-31;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ad470213axy470213ad4z;SYS;709;2.94;2016-05-18;2016-05-18;;;;;EUR;0.0;;0.0;;0.0;2025-04-23 12:59:44.166421;2025-04-23 12:59:44.166421;INVALID
XY;50;2025-04-30;a7710cc8fxy710cc8fa5z;SYS;2287;7040.49;2014-12-15;2009-07-31;2009-05-20;2009-07-30;18000.0;TOTAL;EUR;5000.0;2014-12-15;;;0.0;2025-05-15 07:35:24.446421;2025-05-15 07:35:24.446421;INVALID
XY;50;2024-10-31;aa52b7d2cxy52b7d2ccdz;SYS;708;29124.82;2009-02-28;2008-12-18;2008-12-18;2009-02-11;17730.0;;EUR;17730.0;2009-02-11;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ad0ed6059xy0ed6059b0z;SYS;708;19.48;2014-04-30;2014-03-19;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a023cba71xy23cba7118z;SYS;708;6546.01;2010-05-31;2010-03-24;2010-03-24;2010-05-28;3627.0;;EUR;3627.0;2010-05-28;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;af8d18c07xy8d18c0758z;SYS;708;-29675.06;2014-05-31;2014-04-17;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a17a50f19xy7a50f198ez;SYS;708;4970.7;2024-07-02;2019-01-23;2019-01-23;2019-09-25;18690.0;;EUR;21085.25;2019-09-25;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a3cc19a75xycc19a7507z;SYS;708;120.92;2018-05-29;2017-02-22;;;;;EUR;1728.72;2018-05-29;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ab2082ebdxy2082ebd64z;SYS;708;-8.98;2011-06-30;2011-04-01;2011-04-01;;;;EUR;1365.05;2011-06-30;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a104f7b92xy04f7b924fz;SYS;708;7591.36;2017-04-24;2013-11-01;2013-11-01;;;;EUR;17869.76;2017-04-24;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a7b5ed8d8xyb5ed8d881z;SYS;708;-1555.08;2016-07-25;2016-07-21;2016-07-19;;;;EUR;2065.6;2016-07-25;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ad7d44b7exy7d44b7e44z;SYS;708;0.0;2018-10-29;2018-07-13;;;;;EUR;3248.52;2018-10-29;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ad1b838eexy1b838eec0z;SYS;708;-300.0;2017-11-12;2017-06-02;;;;;EUR;769.21;2017-11-12;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;aa59a403bxy59a403b42z;SYS;1042;18.0;2020-03-05;2020-03-05;;;;TOTAL;EUR;;;;;0.0;2025-05-15 07:27:58.931103;2025-05-15 07:27:58.931103;INVALID
XY;50;2024-10-31;ae3f869c5xy3f869c5b3z;SYS;709;0.27;2016-07-14;2016-07-14;;;;;EUR;0.0;;0.0;;0.0;2025-04-23 12:59:44.166421;2025-04-23 12:59:44.166421;INVALID
XY;50;2024-10-31;a31836650xy18366500az;SYS;708;0.0;2024-04-30;2024-04-26;;;;;EUR;688.69;2024-04-30;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a787eb3fbxy87eb3fb96z;SYS;708;-1162.31;2018-08-31;2018-08-31;2018-08-31;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;aa87a1d5bxy87a1d5b23z;SYS;708;-434.64;2012-11-30;2011-12-01;2011-12-01;;;;EUR;3548.12;2012-11-30;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a5a260ec7xya260ec7b3z;SYS;708;353.75;2019-05-19;2019-02-08;;;;;EUR;334.41;2019-05-19;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a658a773bxy58a773bcfz;SYS;1042;10547.29;2006-10-20;2006-10-20;;;;TOTAL;EUR;;;;;0.0;2025-05-15 07:27:58.931103;2025-05-15 07:27:58.931103;INVALID
XY;50;2024-10-31;a6ddc77d7xyddc77d7f3z;SYS;708;170.74;2017-10-17;2017-10-17;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;acacc0b70xyacc0b7032z;SYS;708;0.0;2018-04-09;2018-01-18;;;;;EUR;352.84;2018-04-09;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a587d9299xy87d929984z;SYS;709;26.3;2016-11-16;2016-10-19;;;;;EUR;0.0;;0.0;;0.0;2025-04-23 12:59:44.166421;2025-04-23 12:59:44.166421;INVALID
XY;50;2025-04-30;a5f6677bfxyf6677bfc1z;SYS;2287;21.33;2009-12-02;2009-12-02;;;0.0;TOTAL;EUR;0.0;;;;0.0;2025-05-15 07:35:24.446421;2025-05-15 07:35:24.446421;INVALID
XY;50;2024-10-31;af32b61edxy32b61ed94z;SYS;708;3294.52;2006-02-28;2006-02-01;2005-11-01;2006-02-20;57126.5;;EUR;57126.5;2006-02-20;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a76f0a9d7xy6f0a9d787z;SYS;709;4303.22;2013-03-31;2013-03-31;;;;;EUR;0.0;;0.0;;0.0;2025-04-23 12:59:44.166421;2025-04-23 12:59:44.166421;INVALID
XY;50;2024-10-31;aaea7717axyea7717a50z;SYS;708;14035.16;2013-09-30;2011-12-09;2011-12-09;2012-05-31;9375.0;;EUR;25281.4;2013-09-30;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a7d1afa73xyd1afa7359z;SYS;708;1415.71;2009-12-31;2009-12-10;;2009-12-10;32745.0;;EUR;32745.0;2009-12-10;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a14e997fbxy4e997fb0cz;SYS;709;0.2;2016-05-31;2016-05-31;;;;;EUR;0.0;;0.0;;0.0;2025-04-23 12:59:44.166421;2025-04-23 12:59:44.166421;INVALID
XY;50;2024-10-31;ac3976447xy397644790z;SYS;708;4081.58;2020-03-24;2010-05-01;2010-05-01;;;;EUR;17529.81;2020-03-24;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ab907687exy907687ef4z;SYS;708;10.0;2019-04-23;2019-04-23;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a79d08a5cxy9d08a5cb4z;SYS;708;20228.8;2014-03-31;2014-01-10;2014-01-10;2014-03-25;42650.0;;EUR;42650.0;2014-03-25;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a0ff2476cxyff2476c48z;SYS;708;44445.88;2009-06-30;2009-03-12;2009-03-12;2009-06-05;54390.0;;EUR;54390.0;2009-06-05;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a2293ea49xy293ea4922z;SYS;708;483.38;2019-04-04;2019-04-04;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a5d3de5fbxyd3de5fb0fz;SYS;708;34343.01;2015-03-31;2015-03-01;2014-12-01;2015-03-12;47599.35;;EUR;47599.35;2015-03-12;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ac47d899axy47d899a78z;SYS;708;0.0;2019-02-17;2018-12-07;;;;;EUR;22190.82;2019-02-17;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a74fdfd43xy4fdfd436ez;SYS;708;0.0;2020-10-22;2020-09-16;2020-09-13;2020-10-22;3355.75;;EUR;0.0;2020-10-22;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;aced27114xyed27114a3z;SYS;709;861.27;2013-05-31;2013-05-31;2013-05-10;;;;EUR;0.0;;0.0;;0.0;2025-04-23 12:59:44.166421;2025-04-23 12:59:44.166421;INVALID
XY;50;2025-04-30;a9ea39ffdxyea39ffd17z;SYS;2287;1544.79;2011-01-07;2011-01-07;;;0.0;TOTAL;EUR;0.0;;;;0.0;2025-05-15 07:35:24.446421;2025-05-15 07:35:24.446421;INVALID
XY;50;2024-10-31;a98a8b4d2xy8a8b4d23bz;SYS;708;0.05;2019-01-24;2019-01-24;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a52e81577xy2e8157765z;SYS;708;0.0;2016-05-31;2016-01-15;2016-01-15;2016-04-08;20970.0;;EUR;21250.0;2016-04-08;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a1cd0b0baxycd0b0ba7ez;SYS;708;9721.91;2016-01-31;2016-01-01;2015-10-01;2016-01-11;16559.43;;EUR;16559.43;2016-01-11;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ac0438278xy043827846z;SYS;708;10.0;2019-08-27;2019-08-27;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2025-04-30;a1e0a3f26xye0a3f2694z;SYS;2287;21430.63;2010-12-29;2010-08-23;2010-02-01;2010-08-20;49090.91;TOTAL;EUR;8000.0;2010-12-29;;;0.0;2025-05-15 07:35:24.446421;2025-05-15 07:35:24.446421;INVALID
XY;50;2024-10-31;a4287f7b2xy287f7b251z;SYS;3279;112.99;2020-09-11;2020-09-11;;2020-07-29;20600.0;;EUR;0.0;;0.0;;0.0;2025-04-23 12:59:44.166421;2025-04-23 12:59:44.166421;INVALID
XY;50;2024-10-31;ae8e3477bxy8e3477b9bz;SYS;708;13003.4;2017-03-28;2016-03-01;2016-03-17;2016-06-30;17402.0;;EUR;17402.0;2016-07-04;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a70a8789bxy0a8789b2fz;SYS;708;3091.12;2009-05-31;2009-04-13;2009-04-13;2009-05-29;15217.0;;EUR;15217.0;2009-05-29;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2025-04-30;ac4c539e1xy4c539e1d2z;SYS;2287;10050.01;2010-06-24;2010-06-24;2010-06-22;2010-06-24;0.91;SKIP;EUR;0.0;;;;0.0;2025-05-15 07:35:24.446421;2025-05-15 07:35:24.446421;INVALID
XY;50;2024-10-31;a2550fd99xy550fd995dz;SYS;708;-300.0;2017-10-10;2016-04-21;;;;;EUR;300.0;2017-10-10;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ae5700875xy570087509z;SYS;708;249.64;2017-04-30;2016-09-01;;;;;EUR;1188.76;2017-04-30;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a585f3f01xy85f3f015cz;SYS;8205;2819.03;2016-01-27;2016-01-27;2015-09-28;2015-11-02;12300.0;;EUR;0.0;;;;2819.03;2025-05-12 12:35:45.666462;2025-05-12 12:35:45.666462;INVALID
XY;50;2024-10-31;a8e2cdb9fxye2cdb9f02z;SYS;8205;-9328.31;2015-04-21;2015-04-21;2014-10-15;2014-10-29;13223.14;;EUR;0.0;;;;-9328.31;2025-05-12 12:35:45.666462;2025-05-12 12:35:45.666462;INVALID
XY;50;2024-10-31;a149ab34cxy49ab34c79z;SYS;708;0.02;2017-01-08;2017-01-06;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;aba623cdfxya623cdfcbz;SYS;708;0.34;2020-01-21;2019-12-09;;;;;EUR;2427.34;2019-12-12;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a06d3eca6xy6d3eca6b1z;SYS;708;11214.84;2016-12-29;2016-03-23;2016-06-15;2016-07-05;242684.0;;EUR;100500.0;2016-07-12;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ab657522fxy657522fd5z;SYS;708;0.0;2016-05-30;2016-04-07;2016-04-07;2016-05-11;38136.88;;EUR;38600.0;2016-05-11;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ae94ae611xy94ae6117dz;SYS;708;11.31;2020-10-04;2020-10-02;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;acf53b00exyf53b00eeaz;SYS;708;268.1;2020-01-28;2019-10-07;;;;;EUR;2490.97;2020-01-27;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ad1922c74xy1922c7434z;SYS;708;1.39;2016-06-23;2016-06-23;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;adbddf8a5xybddf8a55bz;SYS;708;1.77;2014-04-30;2014-03-31;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a6857cfd0xy857cfd097z;SYS;1042;13781.2;2011-01-18;2011-01-18;2010-06-14;2010-08-04;14200.0;TOTAL;EUR;;;;;0.0;2025-05-15 07:27:58.931103;2025-05-15 07:27:58.931103;INVALID
XY;50;2024-10-31;a915356b8xy15356b8bfz;SYS;708;10934.95;2019-05-27;2019-01-03;2019-03-04;2019-05-24;26520.64;;EUR;26525.59;2019-05-27;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;aa5fe776bxy5fe776b06z;SYS;708;-48928.06;2016-06-20;2016-06-20;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a343a4636xy43a4636e2z;SYS;708;0.01;2016-06-06;2016-06-06;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ab18a6a89xy18a6a89f2z;SYS;708;4457.3;2016-10-25;2016-10-25;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2025-04-30;a2c020dd7xyc020dd74az;SYS;2287;13041.44;2011-09-15;2009-10-22;2009-08-19;2009-10-17;26818.18;TOTAL;EUR;6339.98;2011-09-15;;;0.0;2025-05-15 07:35:24.446421;2025-05-15 07:35:24.446421;INVALID
XY;50;2024-10-31;ad510aaeexy510aaeeedz;SYS;709;0.01;2016-06-30;2016-06-30;;;;;EUR;0.0;;0.0;;0.0;2025-04-23 12:59:44.166421;2025-04-23 12:59:44.166421;INVALID
XY;50;2024-10-31;a7cd87b22xycd87b221bz;SYS;708;0.0;2017-06-12;2017-06-06;;2017-06-12;43736.53;;EUR;43736.53;2017-06-12;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a733f33eaxy33f33eaa3z;SYS;708;0.0;2018-10-30;2018-08-27;;;;;EUR;1780.65;2018-10-30;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a0dee69ffxydee69ff7ez;SYS;709;20194.75;2015-07-31;2015-07-31;2015-07-28;2015-07-28;78817.5;;EUR;0.0;;0.0;;0.0;2025-04-23 12:59:44.166421;2025-04-23 12:59:44.166421;INVALID
XY;50;2024-10-31;ab5c816e9xy5c816e904z;SYS;708;2852.47;2014-06-30;2014-06-01;2014-04-01;2014-06-05;6205.0;;EUR;6205.0;2014-06-05;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;ab514276fxy514276f75z;SYS;708;2091.52;2020-10-14;2019-01-07;2019-01-06;2019-04-08;12700.0;;EUR;15752.08;2020-10-14;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a6f6c7c50xyf6c7c50bcz;SYS;708;4.0;2021-09-23;2021-09-23;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a38b314acxy8b314ac06z;SYS;708;-300.0;2017-09-14;2016-09-19;;;;;EUR;1865.81;2017-09-14;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a9e6ea389xye6ea389c7z;SYS;708;13691.19;2010-02-10;2010-02-10;2010-01-04;2010-02-10;33415.0;;EUR;33415.0;2010-02-10;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a7238153cxy238153c6cz;SYS;708;48303.23;2017-07-25;2017-04-17;2017-04-17;;;;EUR;-134.94;2017-07-25;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a10401d01xy0401d0179z;SYS;708;200.5;2017-06-26;2016-01-21;2016-11-30;2017-02-03;38100.0;;EUR;38814.11;2017-06-26;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;aa18c671bxy18c671b08z;SYS;708;21099.61;2010-09-30;2010-08-06;2010-08-06;2010-09-21;50984.75;;EUR;50984.75;2010-09-21;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a3bce4359xybce4359d9z;SYS;708;73.01;2016-12-06;2016-12-06;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a49781381xy978138190z;SYS;3250;542290.96;2021-03-16;2020-02-29;;;0.0;EARLY_SETTLEMENT;EUR;2139784.0;2021-03-16;;;0.0;2025-05-19 13:38:34.126295;2025-05-19 13:38:34.126295;INVALID
XY;50;2024-10-31;aeb55a776xyb55a7764az;SYS;708;3.86;2016-07-05;2016-07-05;;;;;EUR;;;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
XY;50;2024-10-31;a8543f5c0xy543f5c010z;SYS;709;471.03;2018-11-30;2017-11-03;2017-11-03;2018-05-18;58750.0;;EUR;74472.22;2018-11-30;0.0;;0.0;2025-04-23 12:59:44.166421;2025-04-23 12:59:44.166421;INVALID
XY;50;2024-10-31;a3d91351cxyd91351ca9z;SYS;708;24499.97;2014-03-31;2014-03-01;2013-11-01;2014-03-13;52746.05;;EUR;52746.05;2014-03-13;;;0.0;2025-04-24 15:59:53.917368;2025-04-24 15:59:53.917368;INVALID
