cfs_analysis_entity;cfs_delivering_entity;cfs_reporting_date;cfs_cms_contract_number;cfs_source_system;cfs_cashflow_type;cfs_payment_date;cfs_cashflow;cfs_drv_alm_flag;cfs_drv_risk_flag;MGT_InsertTime;MGT_UpdateTime
XY;50;2024-10-31;a711ab6abxy11ab6abc6z;SYS;Installment;2025-04-04;911.49;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a7fd9b1ccxyfd9b1cc07z;SYS;Installment;2025-10-23;770.77;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a1350e035xy350e035c9z;SYS;Installment;2023-11-09;1596.54;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a2e721115xye72111584z;SYS;Installment;2021-03-30;942.07;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a485ecb37xy85ecb3704z;SYS;Installment;2025-01-24;639.26;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a1f6873f5xyf6873f5f8z;SYS;Installment;2026-07-01;468.92;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;a0f2426b6xyf2426b682z;SYS;Installment;2027-11-10;759.22;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2025-04-30;a0151f299xy151f29974z;SYS;Installment;2025-04-30;1024.59;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-09-30;aaab0c864xyab0c86449z;SYS;Installment;2027-09-04;113116.0;N;N;2025-05-14 12:09:32.701067;2025-05-14 12:09:32.701067
XY;50;2024-09-30;ae954d91cxy954d91c1dz;SYS;Installment;2023-04-13;48785.0;N;N;2025-05-14 12:09:32.701067;2025-05-14 12:09:32.701067
XY;50;2024-10-31;a2f089b54xyf089b54e1z;SYS;Installment;2029-05-01;998.67;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a447e08f2xy47e08f2eaz;SYS;Installment;2023-06-28;534.98;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a85b7a2c6xy5b7a2c613z;SYS;Installment;2028-03-01;706.58;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;a9cf5f575xycf5f57560z;SYS;Installment;2025-03-19;1417.4;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a016d6207xy16d6207d5z;SYS;Installment;2025-10-01;310.99;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;a074351edxy74351edb5z;SYS;Installment;2025-02-28;1166.42;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a7f7fc522xyf7fc5224fz;SYS;Installment;2026-03-01;795.87;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;afedd4973xyedd4973f4z;SYS;Installment;2023-01-09;808.96;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a0f9a916fxyf9a916ff0z;SYS;Installment;2024-08-17;899.01;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;acabb6627xyabb662772z;SYS;Installment;2023-01-11;1026.66;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a144f3b39xy44f3b3955z;SYS;Redemption;2023-03-01;511.26;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;aac01529fxyc01529f2ez;SYS;Installment;2021-06-28;627.04;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-09-30;a258c39f5xy58c39f50cz;SYS;Installment;2024-05-04;132303.0;N;N;2025-05-14 12:09:32.701067;2025-05-14 12:09:32.701067
XY;50;2025-04-30;aa21d494bxy21d494bb2z;SYS;Installment;2025-05-27;1861.14;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-10-31;a78a8b321xy8a8b321d6z;SYS;Installment;2023-08-14;1255.01;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a6bef6273xybef6273afz;SYS;Installment;2028-01-29;1306.63;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aa4772e4cxy4772e4c85z;SYS;Installment;2024-11-20;689.68;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aa7b1b3bfxy7b1b3bfddz;SYS;Installment;2025-08-26;1310.32;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a2fab1b94xyfab1b944dz;SYS;Installment;2027-12-13;1110.69;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a5a050f95xya050f95bez;SYS;Installment;2027-04-05;1742.71;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a6a439653xya43965392z;SYS;Installment;2026-08-30;2228.94;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a0d7ece4bxyd7ece4ba0z;SYS;Installment;2025-11-30;734.82;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a178abc68xy78abc6800z;SYS;Installment;2022-08-06;575.0;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aab2f28d3xyb2f28d327z;SYS;Installment;2024-12-26;1612.86;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a9ee01b9cxyee01b9c93z;SYS;Installment;2024-04-18;1456.69;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a97e10071xy7e1007166z;SYS;Installment;2026-01-22;518.33;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;adcef81c8xycef81c834z;SYS;Installment;2026-04-18;1233.23;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a9c5a78b1xyc5a78b145z;SYS;Installment;2024-04-12;897.84;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a247b718exy47b718e76z;SYS;Installment;2024-04-01;3564.28;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a4e4dc21fxye4dc21f84z;SYS;Installment;2025-04-27;742.18;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ab0af3e14xy0af3e1451z;SYS;Installment;2026-10-01;808.84;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;acbc77bbbxybc77bbbf0z;SYS;Installment;2026-11-22;756.61;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a92c93ce0xy2c93ce0bbz;SYS;Installment;2025-04-04;590.23;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a254c4899xy54c4899d2z;SYS;Installment;2027-02-02;806.99;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a37294b5bxy7294b5b8bz;SYS;Installment;2021-04-02;513.2;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;ae803e356xy803e356f1z;SYS;Installment;2020-01-23;889.31;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aeffffa9bxyffffa9b9cz;SYS;Installment;2021-10-23;530.38;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a120b245exy20b245ed8z;SYS;Installment;2029-08-05;1099.43;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;ae585fd2bxy585fd2b7az;SYS;Redemption;2027-09-01;2178.91;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;aad98aae7xyd98aae7e3z;SYS;Installment;2026-02-10;990.51;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2025-04-30;a40f444d3xy0f444d3d1z;SYS;Installment;2026-11-25;1246.25;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-09-30;a6ec40310xyec40310bbz;SYS;Installment;2026-05-04;66655.0;N;N;2025-05-14 12:09:32.701067;2025-05-14 12:09:32.701067
XY;50;2024-10-31;a9a636515xya636515a8z;SYS;Installment;2025-07-26;2818.51;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aab02e7eexyb02e7eed6z;SYS;Installment;2026-10-03;1187.21;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a1c7efc65xyc7efc65ccz;SYS;Installment;2024-08-23;538.4;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ace13a5aaxye13a5aa34z;SYS;Installment;2022-09-25;452.62;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aefb8f0d3xyfb8f0d393z;SYS;Installment;2027-07-30;1068.76;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ad0a37953xy0a379538fz;SYS;Installment;2023-11-30;1946.75;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a007f3a4fxy07f3a4fc5z;SYS;Installment;2026-09-04;896.78;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;af2339cd7xy2339cd78cz;SYS;Installment;2027-04-09;1337.46;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a6bb9aedcxybb9aedce9z;SYS;Installment;2028-01-20;881.59;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2025-04-30;ab3212da1xy3212da1ffz;SYS;Installment;2025-01-30;1519.64;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-10-31;a1ca5e440xyca5e44046z;SYS;Installment;2023-07-05;897.8;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ac1a584aaxy1a584aa40z;SYS;Installment;2021-07-08;504.96;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a748bcbcbxy48bcbcb2fz;SYS;Installment;2025-12-25;563.9;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ad8a39ee8xy8a39ee8f4z;SYS;Installment;2028-02-05;2690.02;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ab392081exy392081e0ez;SYS;Installment;2024-12-01;1359.04;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;a7faffccdxyfaffccd71z;SYS;Installment;2027-02-08;349.81;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a705cbe9dxy05cbe9d73z;SYS;Installment;2027-05-31;777.67;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ac170a653xy170a653b7z;SYS;Installment;2025-02-13;1673.56;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ad7edf6d9xy7edf6d9acz;SYS;Interest;2024-07-01;72.71;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;a6e0875d6xye0875d60dz;SYS;Installment;2024-02-01;430.71;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;ac8391e6dxy8391e6d10z;SYS;Installment;2024-05-27;1417.84;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;afa3e7ab2xya3e7ab2fcz;SYS;Installment;2026-08-29;1364.78;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ad44f2002xy44f2002a6z;SYS;Installment;2028-09-29;2364.75;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ac80cbd6dxy80cbd6da1z;SYS;Installment;2022-03-30;557.79;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ad33483c1xy33483c114z;SYS;Installment;2024-09-26;789.3;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a9dc31a99xydc31a9963z;SYS;Installment;2024-07-19;624.74;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a2e65bd73xye65bd737fz;SYS;Installment;2026-02-02;1257.83;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;af2542c38xy2542c3818z;SYS;Installment;2024-12-15;699.0;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a12e1f1d2xy2e1f1d220z;SYS;Installment;2025-05-10;1297.0;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aa81e7e45xy81e7e4561z;SYS;Installment;2023-10-01;506.0;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;a82796cb2xy2796cb2b2z;SYS;Installment;2025-02-02;1372.88;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a7d47e193xyd47e19335z;SYS;Installment;2026-03-19;2435.77;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ac4812e03xy4812e0321z;SYS;Installment;2025-08-30;1447.8;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a5bf05833xybf05833a4z;SYS;Interest;2022-12-01;296.6;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;a663a9379xy63a93796dz;SYS;Installment;2026-03-05;896.89;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a2c6ea87exyc6ea87e24z;SYS;Installment;2025-03-08;2612.46;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a2b561a94xyb561a9407z;SYS;Installment;2025-07-14;3363.64;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a12be17daxy2be17da33z;SYS;Installment;2027-04-13;692.9;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aa424a615xy424a6151dz;SYS;Installment;2027-08-03;1154.3;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a049b9877xy49b9877d1z;SYS;Installment;2023-04-09;555.06;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;aadbb34aexydbb34ae83z;SYS;Installment;2022-09-06;943.21;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a7150ec73xy150ec7394z;SYS;Installment;2025-11-30;3835.76;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;a73be8ae5xy3be8ae5d1z;SYS;Interest;2023-11-01;71.03;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2025-04-30;abc573060xyc573060c9z;SYS;Installment;2021-10-23;835.71;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-10-31;a263f5868xy63f58681fz;SYS;Installment;2025-07-20;1190.21;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;a74498db6xy4498db654z;SYS;Installment;2026-02-20;1834.46;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aa20005c0xy20005c025z;SYS;Installment;2026-11-24;1203.56;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ad7edf6d9xy7edf6d9acz;SYS;Interest;2024-03-01;77.09;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;a9bc9e95cxybc9e95ca3z;SYS;Installment;2024-06-15;1212.26;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a0cc342dexycc342dec8z;SYS;Installment;2024-04-27;463.65;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a67570755xy75707554cz;SYS;Installment;2025-09-01;559.07;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;ae104aec9xy104aec982z;SYS;Installment;2026-02-05;583.57;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;afc58e22dxyc58e22d0ez;SYS;Installment;2028-01-25;4033.2;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-10-31;abfb30924xyfb30924cdz;SYS;Installment;2029-01-13;844.15;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ac1750174xy175017471z;SYS;Installment;2022-07-14;964.67;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a8cbf2381xycbf2381c9z;SYS;Installment;2026-11-08;1738.31;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a7d03b914xyd03b91487z;SYS;Installment;2025-02-24;633.79;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a8fbd8661xyfbd8661aaz;SYS;Installment;2024-09-12;874.77;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a1e53ff06xye53ff0649z;SYS;Installment;2025-12-05;1644.72;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;afed6f0f5xyed6f0f524z;SYS;Installment;2026-05-25;622.66;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a232a1886xy32a188619z;SYS;Installment;2022-11-01;679.08;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2025-04-30;ae3020021xy302002154z;SYS;Installment;2024-08-09;1504.78;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-10-31;a9b2be8e0xyb2be8e02dz;SYS;Installment;2027-10-03;370.76;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a1af48392xyaf4839221z;SYS;Installment;2025-09-30;1087.44;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a20124c5exy0124c5ec9z;SYS;Installment;2024-03-01;276.68;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2025-04-30;a98965086xy8965086ecz;SYS;Installment;2024-12-11;615.42;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-10-31;aebce1f90xybce1f90f6z;SYS;Installment;2027-01-11;1340.5;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;acd949828xyd94982805z;SYS;Installment;2028-06-29;521.45;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a8fbd8661xyfbd8661aaz;SYS;Installment;2030-02-12;874.77;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;abc91d042xyc91d042bdz;SYS;Installment;2029-03-14;907.98;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2025-04-30;aa7de3eecxy7de3eecfbz;SYS;Installment;2024-10-28;1516.14;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-10-31;a20124c5exy0124c5ec9z;SYS;Redemption;2024-05-01;205.86;N;N;2025-05-15 09:01:14.513012;2025-05-15 09:01:14.513012
XY;50;2024-10-31;abe173457xye17345771z;SYS;Installment;2024-02-27;3350.49;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ad815c7c7xy815c7c77fz;SYS;Installment;2024-08-30;778.27;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a2fab1b94xyfab1b944dz;SYS;Installment;2023-08-13;1110.69;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;af3e7614axy3e7614a2az;SYS;Installment;2027-08-12;1375.8;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a9748795fxy748795f7cz;SYS;Installment;2025-09-06;897.74;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a78a7454exy8a7454e32z;SYS;Installment;2026-12-30;656.9;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a5e5507fexye5507fe61z;SYS;Installment;2027-06-25;1250.39;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a435aea51xy35aea5161z;SYS;Installment;2026-12-29;1256.86;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a504a66efxy04a66ef53z;SYS;Installment;2024-12-01;976.56;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;a3049ba3bxy049ba3b70z;SYS;Installment;2024-04-30;1990.06;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2025-04-30;a83111d7axy3111d7a79z;SYS;Installment;2025-04-06;2020.0;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-10-31;ad536daf6xy536daf680z;SYS;Installment;2024-06-05;761.37;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a0c29f161xyc29f16115z;SYS;Installment;2025-11-27;782.36;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;aa696b9a2xy696b9a26cz;SYS;Installment;2023-08-16;1546.2;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2025-04-30;a3f1ec51exyf1ec51edcz;SYS;Installment;2025-06-08;406.14;N;N;2025-05-15 08:36:29.553706;2025-05-15 08:36:29.553706
XY;50;2024-10-31;a4192e124xy192e12480z;SYS;Installment;2025-01-30;437.33;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a600b096bxy00b096b94z;SYS;Installment;2026-02-01;296.83;N;N;2025-04-30 08:18:12.840315;2025-04-30 08:18:12.840315
XY;50;2024-10-31;ae311ee2dxy311ee2d8bz;SYS;Installment;2025-02-11;1214.17;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;ad1d17badxy1d17badaez;SYS;Installment;2026-12-15;772.29;N;N;2025-04-23 13:46:55.538237;2025-04-23 13:46:55.538237
XY;50;2024-09-30;a0f1af96cxyf1af96c0az;SYS;Installment;2026-05-18;288162.0;N;N;2025-05-14 12:09:32.701067;2025-05-14 12:09:32.701067
XY;50;2024-10-31;a8c0d6ad7xyc0d6ad7c8z;SYS;Installment;2024-10-30;634.12;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;abe39660fxye39660f1ez;SYS;Installment;2026-09-08;906.63;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;afed6f0f5xyed6f0f524z;SYS;Installment;2026-11-25;622.66;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
XY;50;2024-10-31;a04ee594fxy4ee594fadz;SYS;Installment;2026-09-05;675.17;N;N;2025-04-24 17:16:46.050179;2025-04-24 17:16:46.050179
