wos_analysis_entity;wos_delivering_entity;wos_reporting_date;wos_cms_contract_number;wos_source_system;wos_bevis_id;wos_net_rv_loss_amount;wos_loss_date;wos_write_off_date;wos_reposession_date;wos_remarketing_date;wos_remarketing_proceeds;wos_portfolio;wos_currency;wos_recovery_amount;wos_last_recovery_date;wos_net_loss_amount;wos_abs_code;wos_cal_periodnetcreditloss_amount;wos_drv_alm_flag;wos_drv_risk_flag;MGT_InsertTime;MGT_UpdateTime
XY;50;2024-10-31;aae92a006xye92a006dez;SYS;708;;2021-02-07;2020-10-13;2020-10-12;2021-02-05;8659.24;;EUR;6995.37;2021-02-07;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a5d457d62xyd457d6236z;SYS;708;;2020-05-10;2020-03-06;;;;;EUR;168.63;2020-05-10;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a4f7d70aaxyf7d70aacez;SYS;708;;2008-05-31;2008-05-27;2008-04-10;2008-05-27;31050.5;;EUR;31050.5;2008-05-27;11721.32;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a671fda00xy71fda0012z;SYS;708;;2017-10-10;2017-07-17;;;;;EUR;1.96;2017-10-10;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a3a8f9710xya8f9710d8z;SYS;708;;2023-11-02;2023-10-05;;;;;EUR;;;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a2e4a9e88xye4a9e88adz;SYS;708;;2023-09-30;2018-02-13;;;;;EUR;1666.79;2023-09-30;4428.93;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a29daed9dxy9daed9d35z;SYS;708;;2018-03-22;2018-01-17;2018-01-17;;;;EUR;74.79;2018-03-22;16331.37;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a8c253ed9xyc253ed940z;SYS;709;0.0;2024-06-06;2024-06-06;;;;;EUR;0.0;;0.16;;0.0;N;N;2025-04-23 13:47:00.001639;2025-04-23 13:47:00.001639
XY;50;2024-10-31;a887ddacexy87ddacec4z;SYS;708;;2020-10-14;2020-07-10;;2020-10-14;382845.29;;EUR;382845.29;2020-10-14;54352.06;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a21b6a09bxy1b6a09b9cz;SYS;708;;2023-10-12;2023-10-12;;;;;EUR;;;0.03;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a7204d5ccxy204d5cc97z;SYS;1042;;2024-09-05;2023-12-28;;;;TOTAL;EUR;;;16.63;;0.0;N;N;2025-05-15 09:00:37.483636;2025-05-15 09:00:37.483636
XY;50;2024-10-31;a4e2b192exye2b192e35z;SYS;708;;2021-05-25;2021-02-26;;;;;EUR;227.58;2021-05-25;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ab81f9576xy81f957651z;SYS;708;;2019-08-05;2019-01-14;;;;;EUR;462.16;2019-08-05;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-09-30;a531356edxy31356ed26z;SYS;3250;;2024-04-30;2024-04-30;;;0.0;EARLY_SETTLEMENT;EUR;0.0;;1773105.0;;1773105.0;N;N;2025-05-14 12:09:26.976003;2025-05-14 12:09:26.976003
XY;50;2024-10-31;a21be9998xy1be999841z;SYS;708;;2017-04-18;2016-05-31;;;;;EUR;200.69;2017-04-18;36.12;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;adbd360cdxybd360cd92z;SYS;708;;2019-12-18;2019-08-30;;;;;EUR;0.37;2019-12-18;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a6550fe74xy550fe74f0z;SYS;708;;2016-06-10;2016-03-15;;2016-06-10;19163.75;;EUR;20595.0;2016-06-10;-228.94;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ab5e3fb47xy5e3fb4757z;SYS;708;;2024-10-06;2024-10-03;;;;;EUR;;;640.53;;640.53;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a5e4c0ad3xye4c0ad344z;SYS;1042;;2019-07-24;2019-07-24;;;;TOTAL;EUR;;;133.65;;0.0;N;N;2025-05-15 09:00:37.483636;2025-05-15 09:00:37.483636
XY;50;2024-10-31;ab31e6486xy31e6486cbz;SYS;708;;2023-03-23;;;;;;EUR;0.0;2023-03-23;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ade80f0c8xye80f0c8a0z;SYS;708;;2019-03-11;2018-11-30;;;;;EUR;;;96.46;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a8d5d591cxyd5d591c18z;SYS;708;;2019-04-24;2018-12-01;;;;;EUR;;;497.48;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a8d76224fxyd76224fd9z;SYS;708;;2019-03-27;2019-01-22;;;;;EUR;109.65;2019-03-27;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;aa6b7be00xy6b7be0079z;SYS;708;;2017-05-15;2016-12-23;;;;;EUR;0.0;2017-05-15;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ac735ebd9xy735ebd902z;SYS;708;;2023-10-31;2023-09-18;2023-09-07;2023-10-31;9197.8;;EUR;9529.14;2023-10-31;29187.12;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;afabb1bf7xyabb1bf708z;SYS;708;;2016-06-08;2016-03-28;;2016-06-08;27992.4;;EUR;29500.0;2016-06-08;0.01;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a3ae8a9bcxyae8a9bc81z;SYS;708;;2019-03-21;2019-01-22;;;;;EUR;;;50.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a3061521cxy061521c77z;SYS;708;;2024-06-25;2024-06-25;;;;;EUR;;;-43.34;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a920e4920xy20e4920dbz;SYS;708;;2009-03-31;2009-02-01;2008-12-01;2009-02-03;17000.0;;EUR;18563.5;2009-03-31;12356.13;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ac5978c74xy5978c74d9z;SYS;708;;2024-09-15;2024-09-13;;;;;EUR;;;4962.93;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a57acd258xy7acd258a0z;SYS;708;;2014-05-31;2013-01-10;;;;;EUR;;;-76245.04;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ada42f99cxya42f99cf3z;SYS;1042;;2023-05-25;2022-10-21;;;;TOTAL;EUR;;;26.21;;0.0;N;N;2025-05-15 09:00:37.483636;2025-05-15 09:00:37.483636
XY;50;2024-10-31;a962279e6xy62279e656z;SYS;708;;2024-01-08;2024-01-08;;;;;EUR;;;31.52;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;aa1699066xy169906611z;SYS;708;;2024-07-09;2023-10-03;;;;;EUR;5667.8;2024-07-09;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a56c7a883xy6c7a88371z;SYS;708;;2024-09-20;2024-09-20;2024-09-19;;;;EUR;0.0;2024-10-24;0.0;;3259.01;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a6678953axy678953ae9z;SYS;708;;2018-11-15;2018-05-29;;;;;EUR;333.39;2018-11-13;632.01;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a4957df66xy957df6664z;SYS;708;;2016-01-11;2012-04-11;;2012-06-18;30106.5;;EUR;30143.62;2012-07-06;-18.56;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ad9fc05bbxy9fc05bbfcz;SYS;708;;2017-04-20;2016-06-20;;;;;EUR;176.34;2017-04-20;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a8e8b23e0xye8b23e01az;SYS;708;;2024-05-27;2024-03-06;;;;;EUR;;;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a4c60d336xyc60d33600z;SYS;709;0.0;2017-03-01;2017-03-01;;;;;EUR;0.0;;0.52;;0.0;N;N;2025-04-23 13:47:00.001639;2025-04-23 13:47:00.001639
XY;50;2024-10-31;a4a0e5feaxya0e5fea2fz;SYS;8204;;2014-12-23;2014-12-23;;2014-08-05;16025.0;;EUR;0.0;;22038.57;;22038.57;N;N;2025-04-30 08:18:15.017003;2025-04-30 08:18:15.017003
XY;50;2024-10-31;a934f6ee4xy34f6ee48bz;SYS;708;;2016-11-10;2014-10-07;;2015-01-12;40119.91;;EUR;40714.35;2016-11-10;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a49659206xy9659206c6z;SYS;708;;2022-03-14;2021-01-12;;;;;EUR;;;95.5;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ae8977694xy897769470z;SYS;708;;2020-12-08;2006-11-13;2006-10-02;2006-11-13;20215.0;;EUR;20215.0;2006-11-13;18344.41;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ab8ac566cxy8ac566c3cz;SYS;708;;2019-08-27;2018-10-26;2019-06-12;2019-08-27;45114.57;;EUR;45118.68;2019-08-27;25411.89;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ac8d6bc4exy8d6bc4e8bz;SYS;708;;2024-03-04;2024-02-29;;;;;EUR;;;695.17;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a81ea9cd0xy1ea9cd045z;SYS;708;;2016-03-31;2016-02-01;2015-12-01;2016-02-29;18983.0;;EUR;20390.4;2016-03-31;14571.56;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-09-30;a5ac251e1xyac251e1f8z;SYS;3250;;2022-09-30;2022-09-30;2022-04-27;2022-09-30;1677349.0;HOSTILE;EUR;0.0;;831618.31;;831618.31;N;N;2025-05-14 12:09:26.976003;2025-05-14 12:09:26.976003
XY;50;2024-10-31;a5ad71d77xyad71d771ez;SYS;708;;2023-03-09;2023-02-03;2023-01-30;;;;EUR;;;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a332d9a3axy32d9a3ab3z;SYS;709;0.0;2013-08-13;2013-08-13;;;;;EUR;0.0;;67.94;;0.0;N;N;2025-04-23 13:47:00.001639;2025-04-23 13:47:00.001639
XY;50;2024-10-31;a08e10e3dxy8e10e3dd4z;SYS;708;;2015-05-06;2015-04-20;;2015-05-06;41680.0;;EUR;41680.0;2015-05-06;0.01;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a7eda643exyeda643e38z;SYS;708;;2022-10-03;2022-05-23;;;;;EUR;;;419.27;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;afce1880exyce1880ea1z;SYS;708;;2021-10-06;2021-03-25;;;;;EUR;45766.98;2021-10-06;-1579.39;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a077035fbxy77035fbb8z;SYS;708;;2024-03-27;2024-03-27;;;;;EUR;;;250.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2025-04-30;aee043082xye0430824ez;SYS;2287;;2017-11-10;2016-12-07;2016-11-30;2016-12-02;1.0;SKIP;EUR;1250.0;2017-11-10;9943.92;;0.0;N;N;2025-05-15 08:36:24.621918;2025-05-15 08:36:24.621918
XY;50;2024-10-31;a7ba83152xyba83152bez;SYS;708;;2018-08-30;2017-07-14;;;;;EUR;1439.66;2018-08-30;196.56;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a063694b5xy63694b586z;SYS;708;;2022-04-18;2022-03-07;;;;;EUR;;;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a3c51d1f0xyc51d1f0a5z;SYS;708;;2023-12-28;;;;;;EUR;;;705.38;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ae086eb28xy086eb28afz;SYS;708;;2021-09-28;2020-12-22;;;;;EUR;641.96;2021-09-28;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a613a6c41xy13a6c4191z;SYS;708;;2024-04-01;2023-09-06;2023-08-30;2023-10-23;32309.0;;EUR;32309.0;2023-10-23;17649.3;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;aaf2e7c81xyf2e7c816dz;SYS;1042;;2012-10-18;2012-10-18;;;;TOTAL;EUR;;;661.63;;0.0;N;N;2025-05-15 09:00:37.483636;2025-05-15 09:00:37.483636
XY;50;2024-10-31;acd15fbfbxyd15fbfb37z;SYS;708;;2017-07-10;2017-05-08;;;;;EUR;3698.67;2017-07-10;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;aaf6ebe48xyf6ebe4849z;SYS;708;;2019-06-19;2018-10-26;2018-11-15;2019-04-11;64678.0;;EUR;65268.52;2019-06-19;68014.1;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a4f6e5699xyf6e56993ez;SYS;709;0.0;2012-10-12;2012-10-12;2012-09-13;2012-10-12;38000.0;;EUR;38000.0;2012-10-12;1772.01;;0.0;N;N;2025-04-23 13:47:00.001639;2025-04-23 13:47:00.001639
XY;50;2024-10-31;a1f5855dcxyf5855dc5bz;SYS;708;;2019-02-03;2018-11-19;2018-11-18;;;;EUR;;;10667.18;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;af5b4de56xy5b4de56aaz;SYS;708;;2017-12-04;2017-08-18;2017-08-17;2017-11-28;59088.0;;EUR;66915.89;2017-12-04;43690.54;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a01f81b21xy1f81b215cz;SYS;3279;0.0;2024-01-25;2024-01-25;;;;;EUR;0.0;;455.91;;0.0;N;N;2025-04-23 13:47:00.001639;2025-04-23 13:47:00.001639
XY;50;2024-10-31;ae29c19b4xy29c19b480z;SYS;708;;2021-09-06;2009-10-01;2009-08-21;2009-10-01;31515.5;;EUR;33584.51;2019-06-03;6784.55;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2025-04-30;a1a60841cxya60841c1fz;SYS;2287;;2023-11-27;2023-11-27;2023-09-25;2023-11-17;105000.0;TOTAL;EUR;0.0;;30746.9;;0.0;N;N;2025-05-15 08:36:24.621918;2025-05-15 08:36:24.621918
XY;50;2024-10-31;a56bc7400xy6bc7400dfz;SYS;708;;2020-02-27;2019-04-04;;;;;EUR;;;607.39;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a1f343296xyf34329611z;SYS;1042;;2020-03-05;2020-03-05;;;;TOTAL;EUR;;;12.0;;0.0;N;N;2025-05-15 09:00:37.483636;2025-05-15 09:00:37.483636
XY;50;2024-10-31;a2f73f673xyf73f67388z;SYS;708;;2018-04-11;2014-01-24;;2014-04-11;20645.35;;EUR;22547.59;2016-04-19;162.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a9d2d6d45xyd2d6d4559z;SYS;708;;2021-09-16;2020-06-05;;;;;EUR;558.31;2021-09-16;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a672ddbe8xy72ddbe82cz;SYS;8204;;2016-06-01;2016-06-01;;2016-01-20;19200.0;;EUR;0.0;;4170.69;;4170.69;N;N;2025-04-30 08:18:15.017003;2025-04-30 08:18:15.017003
XY;50;2024-10-31;a487874c1xy87874c179z;SYS;708;;2022-02-09;2021-12-29;;;;;EUR;9844.71;2022-02-09;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a1195ebf1xy195ebf1a9z;SYS;708;;2024-04-26;2024-04-26;2024-03-16;2024-10-10;13986.0;;EUR;13986.0;2024-10-10;15155.82;;13038.52;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a8f822694xyf822694bfz;SYS;708;;2015-06-10;2015-04-24;;2015-06-10;20623.8;;EUR;20623.8;2015-06-10;25.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;af06f69d1xy06f69d1d9z;SYS;708;;2016-05-24;2016-01-28;;2016-03-04;25300.0;;EUR;25165.0;2016-05-24;135.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a2dbd2f1bxydbd2f1be5z;SYS;708;;2019-04-14;2019-01-09;;;;;EUR;796.82;2019-04-14;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a2ef7d68axyef7d68a3dz;SYS;708;;2023-05-23;2023-05-23;;;;;EUR;;;400.11;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a9999720exy999720ea6z;SYS;708;;2016-01-12;2015-08-31;;2015-08-31;64991.75;;EUR;65739.84;2016-01-12;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a09404e95xy9404e95e1z;SYS;708;;2020-07-20;2019-11-18;;2020-02-11;68556.0;;EUR;112107.39;2020-07-20;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a72973cbcxy2973cbc51z;SYS;708;;2019-05-30;2016-04-30;;;;;EUR;1478.4;2019-05-30;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;aca180636xya180636a4z;SYS;708;;2021-01-26;2018-06-06;;;;;EUR;2034.37;2021-01-26;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;ab62dc6ecxy62dc6ec62z;SYS;708;;2023-04-24;2021-03-29;;;;;EUR;1094.09;2023-04-24;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;adeca451exyeca451ed8z;SYS;708;;2021-03-01;2020-10-13;;;;;EUR;;;34105.82;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2024-10-31;a1f0ccc8fxyf0ccc8f24z;SYS;1042;;2021-09-30;2021-09-30;;;;TOTAL;EUR;;;7.5;;0.0;N;N;2025-05-15 09:00:37.483636;2025-05-15 09:00:37.483636
XY;50;2024-10-31;a4c391a72xyc391a7258z;SYS;708;;2018-09-26;2018-04-23;;;;;EUR;432.9;2018-09-26;0.0;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
XY;50;2025-04-30;ae8b23aa2xy8b23aa292z;SYS;2287;;2010-05-12;2010-05-12;2010-02-15;2010-05-11;36000.0;TOTAL;EUR;0.0;;23465.02;;0.0;N;N;2025-05-15 08:36:24.621918;2025-05-15 08:36:24.621918
XY;50;2024-10-31;afda06cc6xyda06cc60bz;SYS;708;;2007-08-31;2007-06-25;2007-06-25;2007-08-16;12995.0;;EUR;12995.0;2007-08-16;4531.22;;0.0;N;N;2025-04-24 17:16:36.457149;2025-04-24 17:16:36.457149
